Parameters transmitter:
Bitrate: 960
Baudrate: 240
Bits per symbol: 4
Modulation: DP_QPSK
N bits: 32768
N samples: 65536
N samples per bits: 2
N samples per sym: 8
N symbols: 8192
df: 2.92969e+07
dt: 5.20833e-13

 f[i] ; t[i] 
8.04463e+11;3.13682e-08
8.04492e+11;3.13688e-08
8.04521e+11;3.13693e-08
8.04551e+11;3.13698e-08
8.0458e+11;3.13703e-08
8.04609e+11;3.13708e-08
8.04639e+11;3.13714e-08
8.04668e+11;3.13719e-08
8.04697e+11;3.13724e-08
8.04727e+11;3.13729e-08
8.04756e+11;3.13734e-08
8.04785e+11;3.1374e-08
8.04814e+11;3.13745e-08
8.04844e+11;3.1375e-08
8.04873e+11;3.13755e-08
8.04902e+11;3.1376e-08
8.04932e+11;3.13766e-08
8.04961e+11;3.13771e-08
8.0499e+11;3.13776e-08
8.0502e+11;3.13781e-08
8.05049e+11;3.13786e-08
8.05078e+11;3.13792e-08
8.05107e+11;3.13797e-08
8.05137e+11;3.13802e-08
8.05166e+11;3.13807e-08
8.05195e+11;3.13813e-08
8.05225e+11;3.13818e-08
8.05254e+11;3.13823e-08
8.05283e+11;3.13828e-08
8.05312e+11;3.13833e-08
8.05342e+11;3.13839e-08
8.05371e+11;3.13844e-08
8.054e+11;3.13849e-08
8.0543e+11;3.13854e-08
8.05459e+11;3.13859e-08
8.05488e+11;3.13865e-08
8.05518e+11;3.1387e-08
8.05547e+11;3.13875e-08
8.05576e+11;3.1388e-08
8.05605e+11;3.13885e-08
8.05635e+11;3.13891e-08
8.05664e+11;3.13896e-08
8.05693e+11;3.13901e-08
8.05723e+11;3.13906e-08
8.05752e+11;3.13911e-08
8.05781e+11;3.13917e-08
8.05811e+11;3.13922e-08
8.0584e+11;3.13927e-08
8.05869e+11;3.13932e-08
8.05898e+11;3.13938e-08
8.05928e+11;3.13943e-08
8.05957e+11;3.13948e-08
8.05986e+11;3.13953e-08
8.06016e+11;3.13958e-08
8.06045e+11;3.13964e-08
8.06074e+11;3.13969e-08
8.06104e+11;3.13974e-08
8.06133e+11;3.13979e-08
8.06162e+11;3.13984e-08
8.06191e+11;3.1399e-08
8.06221e+11;3.13995e-08
8.0625e+11;3.14e-08
8.06279e+11;3.14005e-08
8.06309e+11;3.1401e-08
8.06338e+11;3.14016e-08
8.06367e+11;3.14021e-08
8.06396e+11;3.14026e-08
8.06426e+11;3.14031e-08
8.06455e+11;3.14036e-08
8.06484e+11;3.14042e-08
8.06514e+11;3.14047e-08
8.06543e+11;3.14052e-08
8.06572e+11;3.14057e-08
8.06602e+11;3.14063e-08
8.06631e+11;3.14068e-08
8.0666e+11;3.14073e-08
8.06689e+11;3.14078e-08
8.06719e+11;3.14083e-08
8.06748e+11;3.14089e-08
8.06777e+11;3.14094e-08
8.06807e+11;3.14099e-08
8.06836e+11;3.14104e-08
8.06865e+11;3.14109e-08
8.06895e+11;3.14115e-08
8.06924e+11;3.1412e-08
8.06953e+11;3.14125e-08
8.06982e+11;3.1413e-08
8.07012e+11;3.14135e-08
8.07041e+11;3.14141e-08
8.0707e+11;3.14146e-08
8.071e+11;3.14151e-08
8.07129e+11;3.14156e-08
8.07158e+11;3.14161e-08
8.07188e+11;3.14167e-08
8.07217e+11;3.14172e-08
8.07246e+11;3.14177e-08
8.07275e+11;3.14182e-08
8.07305e+11;3.14187e-08
8.07334e+11;3.14193e-08
8.07363e+11;3.14198e-08
8.07393e+11;3.14203e-08
8.07422e+11;3.14208e-08
8.07451e+11;3.14214e-08
8.0748e+11;3.14219e-08
8.0751e+11;3.14224e-08
8.07539e+11;3.14229e-08
8.07568e+11;3.14234e-08
8.07598e+11;3.1424e-08
8.07627e+11;3.14245e-08
8.07656e+11;3.1425e-08
8.07686e+11;3.14255e-08
8.07715e+11;3.1426e-08
8.07744e+11;3.14266e-08
8.07773e+11;3.14271e-08
8.07803e+11;3.14276e-08
8.07832e+11;3.14281e-08
8.07861e+11;3.14286e-08
8.07891e+11;3.14292e-08
8.0792e+11;3.14297e-08
8.07949e+11;3.14302e-08
8.07979e+11;3.14307e-08
8.08008e+11;3.14312e-08
8.08037e+11;3.14318e-08
8.08066e+11;3.14323e-08
8.08096e+11;3.14328e-08
8.08125e+11;3.14333e-08
8.08154e+11;3.14339e-08
8.08184e+11;3.14344e-08
8.08213e+11;3.14349e-08
8.08242e+11;3.14354e-08
8.08271e+11;3.14359e-08
8.08301e+11;3.14365e-08
8.0833e+11;3.1437e-08
8.08359e+11;3.14375e-08
8.08389e+11;3.1438e-08
8.08418e+11;3.14385e-08
8.08447e+11;3.14391e-08
8.08477e+11;3.14396e-08
8.08506e+11;3.14401e-08
8.08535e+11;3.14406e-08
8.08564e+11;3.14411e-08
8.08594e+11;3.14417e-08
8.08623e+11;3.14422e-08
8.08652e+11;3.14427e-08
8.08682e+11;3.14432e-08
8.08711e+11;3.14437e-08
8.0874e+11;3.14443e-08
8.0877e+11;3.14448e-08
8.08799e+11;3.14453e-08
8.08828e+11;3.14458e-08
8.08857e+11;3.14464e-08
8.08887e+11;3.14469e-08
8.08916e+11;3.14474e-08
8.08945e+11;3.14479e-08
8.08975e+11;3.14484e-08
8.09004e+11;3.1449e-08
8.09033e+11;3.14495e-08
8.09062e+11;3.145e-08
8.09092e+11;3.14505e-08
8.09121e+11;3.1451e-08
8.0915e+11;3.14516e-08
8.0918e+11;3.14521e-08
8.09209e+11;3.14526e-08
8.09238e+11;3.14531e-08
8.09268e+11;3.14536e-08
8.09297e+11;3.14542e-08
8.09326e+11;3.14547e-08
8.09355e+11;3.14552e-08
8.09385e+11;3.14557e-08
8.09414e+11;3.14563e-08
8.09443e+11;3.14568e-08
8.09473e+11;3.14573e-08
8.09502e+11;3.14578e-08
8.09531e+11;3.14583e-08
8.09561e+11;3.14589e-08
8.0959e+11;3.14594e-08
8.09619e+11;3.14599e-08
8.09648e+11;3.14604e-08
8.09678e+11;3.14609e-08
8.09707e+11;3.14615e-08
8.09736e+11;3.1462e-08
8.09766e+11;3.14625e-08
8.09795e+11;3.1463e-08
8.09824e+11;3.14635e-08
8.09854e+11;3.14641e-08
8.09883e+11;3.14646e-08
8.09912e+11;3.14651e-08
8.09941e+11;3.14656e-08
8.09971e+11;3.14661e-08
8.1e+11;3.14667e-08
8.10029e+11;3.14672e-08
8.10059e+11;3.14677e-08
8.10088e+11;3.14682e-08
8.10117e+11;3.14688e-08
8.10146e+11;3.14693e-08
8.10176e+11;3.14698e-08
8.10205e+11;3.14703e-08
8.10234e+11;3.14708e-08
8.10264e+11;3.14714e-08
8.10293e+11;3.14719e-08
8.10322e+11;3.14724e-08
8.10352e+11;3.14729e-08
8.10381e+11;3.14734e-08
8.1041e+11;3.1474e-08
8.10439e+11;3.14745e-08
8.10469e+11;3.1475e-08
8.10498e+11;3.14755e-08
8.10527e+11;3.1476e-08
8.10557e+11;3.14766e-08
8.10586e+11;3.14771e-08
8.10615e+11;3.14776e-08
8.10645e+11;3.14781e-08
8.10674e+11;3.14786e-08
8.10703e+11;3.14792e-08
8.10732e+11;3.14797e-08
8.10762e+11;3.14802e-08
8.10791e+11;3.14807e-08
8.1082e+11;3.14813e-08
8.1085e+11;3.14818e-08
8.10879e+11;3.14823e-08
8.10908e+11;3.14828e-08
8.10938e+11;3.14833e-08
8.10967e+11;3.14839e-08
8.10996e+11;3.14844e-08
8.11025e+11;3.14849e-08
8.11055e+11;3.14854e-08
8.11084e+11;3.14859e-08
8.11113e+11;3.14865e-08
8.11143e+11;3.1487e-08
8.11172e+11;3.14875e-08
8.11201e+11;3.1488e-08
8.1123e+11;3.14885e-08
8.1126e+11;3.14891e-08
8.11289e+11;3.14896e-08
8.11318e+11;3.14901e-08
8.11348e+11;3.14906e-08
8.11377e+11;3.14911e-08
8.11406e+11;3.14917e-08
8.11436e+11;3.14922e-08
8.11465e+11;3.14927e-08
8.11494e+11;3.14932e-08
8.11523e+11;3.14938e-08
8.11553e+11;3.14943e-08
8.11582e+11;3.14948e-08
8.11611e+11;3.14953e-08
8.11641e+11;3.14958e-08
8.1167e+11;3.14964e-08
8.11699e+11;3.14969e-08
8.11729e+11;3.14974e-08
8.11758e+11;3.14979e-08
8.11787e+11;3.14984e-08
8.11816e+11;3.1499e-08
8.11846e+11;3.14995e-08
8.11875e+11;3.15e-08
8.11904e+11;3.15005e-08
8.11934e+11;3.1501e-08
8.11963e+11;3.15016e-08
8.11992e+11;3.15021e-08
8.12021e+11;3.15026e-08
8.12051e+11;3.15031e-08
8.1208e+11;3.15036e-08
8.12109e+11;3.15042e-08
8.12139e+11;3.15047e-08
8.12168e+11;3.15052e-08
8.12197e+11;3.15057e-08
8.12227e+11;3.15062e-08
8.12256e+11;3.15068e-08
8.12285e+11;3.15073e-08
8.12314e+11;3.15078e-08
8.12344e+11;3.15083e-08
8.12373e+11;3.15089e-08
8.12402e+11;3.15094e-08
8.12432e+11;3.15099e-08
8.12461e+11;3.15104e-08
8.1249e+11;3.15109e-08
8.1252e+11;3.15115e-08
8.12549e+11;3.1512e-08
8.12578e+11;3.15125e-08
8.12607e+11;3.1513e-08
8.12637e+11;3.15135e-08
8.12666e+11;3.15141e-08
8.12695e+11;3.15146e-08
8.12725e+11;3.15151e-08
8.12754e+11;3.15156e-08
8.12783e+11;3.15161e-08
8.12812e+11;3.15167e-08
8.12842e+11;3.15172e-08
8.12871e+11;3.15177e-08
8.129e+11;3.15182e-08
8.1293e+11;3.15187e-08
8.12959e+11;3.15193e-08
8.12988e+11;3.15198e-08
8.13018e+11;3.15203e-08
8.13047e+11;3.15208e-08
8.13076e+11;3.15214e-08
8.13105e+11;3.15219e-08
8.13135e+11;3.15224e-08
8.13164e+11;3.15229e-08
8.13193e+11;3.15234e-08
8.13223e+11;3.1524e-08
8.13252e+11;3.15245e-08
8.13281e+11;3.1525e-08
8.13311e+11;3.15255e-08
8.1334e+11;3.1526e-08
8.13369e+11;3.15266e-08
8.13398e+11;3.15271e-08
8.13428e+11;3.15276e-08
8.13457e+11;3.15281e-08
8.13486e+11;3.15286e-08
8.13516e+11;3.15292e-08
8.13545e+11;3.15297e-08
8.13574e+11;3.15302e-08
8.13604e+11;3.15307e-08
8.13633e+11;3.15312e-08
8.13662e+11;3.15318e-08
8.13691e+11;3.15323e-08
8.13721e+11;3.15328e-08
8.1375e+11;3.15333e-08
8.13779e+11;3.15339e-08
8.13809e+11;3.15344e-08
8.13838e+11;3.15349e-08
8.13867e+11;3.15354e-08
8.13896e+11;3.15359e-08
8.13926e+11;3.15365e-08
8.13955e+11;3.1537e-08
8.13984e+11;3.15375e-08
8.14014e+11;3.1538e-08
8.14043e+11;3.15385e-08
8.14072e+11;3.15391e-08
8.14102e+11;3.15396e-08
8.14131e+11;3.15401e-08
8.1416e+11;3.15406e-08
8.14189e+11;3.15411e-08
8.14219e+11;3.15417e-08
8.14248e+11;3.15422e-08
8.14277e+11;3.15427e-08
8.14307e+11;3.15432e-08
8.14336e+11;3.15438e-08
8.14365e+11;3.15443e-08
8.14395e+11;3.15448e-08
8.14424e+11;3.15453e-08
8.14453e+11;3.15458e-08
8.14482e+11;3.15464e-08
8.14512e+11;3.15469e-08
8.14541e+11;3.15474e-08
8.1457e+11;3.15479e-08
8.146e+11;3.15484e-08
8.14629e+11;3.1549e-08
8.14658e+11;3.15495e-08
8.14688e+11;3.155e-08
8.14717e+11;3.15505e-08
8.14746e+11;3.1551e-08
8.14775e+11;3.15516e-08
8.14805e+11;3.15521e-08
8.14834e+11;3.15526e-08
8.14863e+11;3.15531e-08
8.14893e+11;3.15536e-08
8.14922e+11;3.15542e-08
8.14951e+11;3.15547e-08
8.1498e+11;3.15552e-08
8.1501e+11;3.15557e-08
8.15039e+11;3.15563e-08
8.15068e+11;3.15568e-08
8.15098e+11;3.15573e-08
8.15127e+11;3.15578e-08
8.15156e+11;3.15583e-08
8.15186e+11;3.15589e-08
8.15215e+11;3.15594e-08
8.15244e+11;3.15599e-08
8.15273e+11;3.15604e-08
8.15303e+11;3.15609e-08
8.15332e+11;3.15615e-08
8.15361e+11;3.1562e-08
8.15391e+11;3.15625e-08
8.1542e+11;3.1563e-08
8.15449e+11;3.15635e-08
8.15479e+11;3.15641e-08
8.15508e+11;3.15646e-08
8.15537e+11;3.15651e-08
8.15566e+11;3.15656e-08
8.15596e+11;3.15661e-08
8.15625e+11;3.15667e-08
8.15654e+11;3.15672e-08
8.15684e+11;3.15677e-08
8.15713e+11;3.15682e-08
8.15742e+11;3.15688e-08
8.15771e+11;3.15693e-08
8.15801e+11;3.15698e-08
8.1583e+11;3.15703e-08
8.15859e+11;3.15708e-08
8.15889e+11;3.15714e-08
8.15918e+11;3.15719e-08
8.15947e+11;3.15724e-08
8.15977e+11;3.15729e-08
8.16006e+11;3.15734e-08
8.16035e+11;3.1574e-08
8.16064e+11;3.15745e-08
8.16094e+11;3.1575e-08
8.16123e+11;3.15755e-08
8.16152e+11;3.1576e-08
8.16182e+11;3.15766e-08
8.16211e+11;3.15771e-08
8.1624e+11;3.15776e-08
8.1627e+11;3.15781e-08
8.16299e+11;3.15786e-08
8.16328e+11;3.15792e-08
8.16357e+11;3.15797e-08
8.16387e+11;3.15802e-08
8.16416e+11;3.15807e-08
8.16445e+11;3.15813e-08
8.16475e+11;3.15818e-08
8.16504e+11;3.15823e-08
8.16533e+11;3.15828e-08
8.16562e+11;3.15833e-08
8.16592e+11;3.15839e-08
8.16621e+11;3.15844e-08
8.1665e+11;3.15849e-08
8.1668e+11;3.15854e-08
8.16709e+11;3.15859e-08
8.16738e+11;3.15865e-08
8.16768e+11;3.1587e-08
8.16797e+11;3.15875e-08
8.16826e+11;3.1588e-08
8.16855e+11;3.15885e-08
8.16885e+11;3.15891e-08
8.16914e+11;3.15896e-08
8.16943e+11;3.15901e-08
8.16973e+11;3.15906e-08
8.17002e+11;3.15911e-08
8.17031e+11;3.15917e-08
8.17061e+11;3.15922e-08
8.1709e+11;3.15927e-08
8.17119e+11;3.15932e-08
8.17148e+11;3.15937e-08
8.17178e+11;3.15943e-08
8.17207e+11;3.15948e-08
8.17236e+11;3.15953e-08
8.17266e+11;3.15958e-08
8.17295e+11;3.15964e-08
8.17324e+11;3.15969e-08
8.17354e+11;3.15974e-08
8.17383e+11;3.15979e-08
8.17412e+11;3.15984e-08
8.17441e+11;3.1599e-08
8.17471e+11;3.15995e-08
8.175e+11;3.16e-08
8.17529e+11;3.16005e-08
8.17559e+11;3.1601e-08
8.17588e+11;3.16016e-08
8.17617e+11;3.16021e-08
8.17646e+11;3.16026e-08
8.17676e+11;3.16031e-08
8.17705e+11;3.16036e-08
8.17734e+11;3.16042e-08
8.17764e+11;3.16047e-08
8.17793e+11;3.16052e-08
8.17822e+11;3.16057e-08
8.17852e+11;3.16062e-08
8.17881e+11;3.16068e-08
8.1791e+11;3.16073e-08
8.17939e+11;3.16078e-08
8.17969e+11;3.16083e-08
8.17998e+11;3.16089e-08
8.18027e+11;3.16094e-08
8.18057e+11;3.16099e-08
8.18086e+11;3.16104e-08
8.18115e+11;3.16109e-08
8.18145e+11;3.16115e-08
8.18174e+11;3.1612e-08
8.18203e+11;3.16125e-08
8.18232e+11;3.1613e-08
8.18262e+11;3.16135e-08
8.18291e+11;3.16141e-08
8.1832e+11;3.16146e-08
8.1835e+11;3.16151e-08
8.18379e+11;3.16156e-08
8.18408e+11;3.16161e-08
8.18438e+11;3.16167e-08
8.18467e+11;3.16172e-08
8.18496e+11;3.16177e-08
8.18525e+11;3.16182e-08
8.18555e+11;3.16187e-08
8.18584e+11;3.16193e-08
8.18613e+11;3.16198e-08
8.18643e+11;3.16203e-08
8.18672e+11;3.16208e-08
8.18701e+11;3.16214e-08
8.1873e+11;3.16219e-08
8.1876e+11;3.16224e-08
8.18789e+11;3.16229e-08
8.18818e+11;3.16234e-08
8.18848e+11;3.1624e-08
8.18877e+11;3.16245e-08
8.18906e+11;3.1625e-08
8.18936e+11;3.16255e-08
8.18965e+11;3.1626e-08
8.18994e+11;3.16266e-08
8.19023e+11;3.16271e-08
8.19053e+11;3.16276e-08
8.19082e+11;3.16281e-08
8.19111e+11;3.16286e-08
8.19141e+11;3.16292e-08
8.1917e+11;3.16297e-08
8.19199e+11;3.16302e-08
8.19229e+11;3.16307e-08
8.19258e+11;3.16313e-08
8.19287e+11;3.16318e-08
8.19316e+11;3.16323e-08
8.19346e+11;3.16328e-08
8.19375e+11;3.16333e-08
8.19404e+11;3.16339e-08
8.19434e+11;3.16344e-08
8.19463e+11;3.16349e-08
8.19492e+11;3.16354e-08
8.19521e+11;3.16359e-08
8.19551e+11;3.16365e-08
8.1958e+11;3.1637e-08
8.19609e+11;3.16375e-08
8.19639e+11;3.1638e-08
8.19668e+11;3.16385e-08
8.19697e+11;3.16391e-08
8.19727e+11;3.16396e-08
8.19756e+11;3.16401e-08
8.19785e+11;3.16406e-08
8.19814e+11;3.16411e-08
8.19844e+11;3.16417e-08
8.19873e+11;3.16422e-08
8.19902e+11;3.16427e-08
8.19932e+11;3.16432e-08
8.19961e+11;3.16438e-08
8.1999e+11;3.16443e-08
8.2002e+11;3.16448e-08
8.20049e+11;3.16453e-08
8.20078e+11;3.16458e-08
8.20107e+11;3.16464e-08
8.20137e+11;3.16469e-08
8.20166e+11;3.16474e-08
8.20195e+11;3.16479e-08
8.20225e+11;3.16484e-08
8.20254e+11;3.1649e-08
8.20283e+11;3.16495e-08
8.20312e+11;3.165e-08
8.20342e+11;3.16505e-08
8.20371e+11;3.1651e-08
8.204e+11;3.16516e-08
8.2043e+11;3.16521e-08
8.20459e+11;3.16526e-08
8.20488e+11;3.16531e-08
8.20518e+11;3.16536e-08
8.20547e+11;3.16542e-08
8.20576e+11;3.16547e-08
8.20605e+11;3.16552e-08
8.20635e+11;3.16557e-08
8.20664e+11;3.16563e-08
8.20693e+11;3.16568e-08
8.20723e+11;3.16573e-08
8.20752e+11;3.16578e-08
8.20781e+11;3.16583e-08
8.20811e+11;3.16589e-08
8.2084e+11;3.16594e-08
8.20869e+11;3.16599e-08
8.20898e+11;3.16604e-08
8.20928e+11;3.16609e-08
8.20957e+11;3.16615e-08
8.20986e+11;3.1662e-08
8.21016e+11;3.16625e-08
8.21045e+11;3.1663e-08
8.21074e+11;3.16635e-08
8.21104e+11;3.16641e-08
8.21133e+11;3.16646e-08
8.21162e+11;3.16651e-08
8.21191e+11;3.16656e-08
8.21221e+11;3.16661e-08
8.2125e+11;3.16667e-08
8.21279e+11;3.16672e-08
8.21309e+11;3.16677e-08
8.21338e+11;3.16682e-08
8.21367e+11;3.16688e-08
8.21396e+11;3.16693e-08
8.21426e+11;3.16698e-08
8.21455e+11;3.16703e-08
8.21484e+11;3.16708e-08
8.21514e+11;3.16714e-08
8.21543e+11;3.16719e-08
8.21572e+11;3.16724e-08
8.21602e+11;3.16729e-08
8.21631e+11;3.16734e-08
8.2166e+11;3.1674e-08
8.21689e+11;3.16745e-08
8.21719e+11;3.1675e-08
8.21748e+11;3.16755e-08
8.21777e+11;3.1676e-08
8.21807e+11;3.16766e-08
8.21836e+11;3.16771e-08
8.21865e+11;3.16776e-08
8.21895e+11;3.16781e-08
8.21924e+11;3.16786e-08
8.21953e+11;3.16792e-08
8.21982e+11;3.16797e-08
8.22012e+11;3.16802e-08
8.22041e+11;3.16807e-08
8.2207e+11;3.16812e-08
8.221e+11;3.16818e-08
8.22129e+11;3.16823e-08
8.22158e+11;3.16828e-08
8.22188e+11;3.16833e-08
8.22217e+11;3.16839e-08
8.22246e+11;3.16844e-08
8.22275e+11;3.16849e-08
8.22305e+11;3.16854e-08
8.22334e+11;3.16859e-08
8.22363e+11;3.16865e-08
8.22393e+11;3.1687e-08
8.22422e+11;3.16875e-08
8.22451e+11;3.1688e-08
8.2248e+11;3.16885e-08
8.2251e+11;3.16891e-08
8.22539e+11;3.16896e-08
8.22568e+11;3.16901e-08
8.22598e+11;3.16906e-08
8.22627e+11;3.16911e-08
8.22656e+11;3.16917e-08
8.22686e+11;3.16922e-08
8.22715e+11;3.16927e-08
8.22744e+11;3.16932e-08
8.22773e+11;3.16937e-08
8.22803e+11;3.16943e-08
8.22832e+11;3.16948e-08
8.22861e+11;3.16953e-08
8.22891e+11;3.16958e-08
8.2292e+11;3.16964e-08
8.22949e+11;3.16969e-08
8.22979e+11;3.16974e-08
8.23008e+11;3.16979e-08
8.23037e+11;3.16984e-08
8.23066e+11;3.1699e-08
8.23096e+11;3.16995e-08
8.23125e+11;3.17e-08
8.23154e+11;3.17005e-08
8.23184e+11;3.1701e-08
8.23213e+11;3.17016e-08
8.23242e+11;3.17021e-08
8.23271e+11;3.17026e-08
8.23301e+11;3.17031e-08
8.2333e+11;3.17036e-08
8.23359e+11;3.17042e-08
8.23389e+11;3.17047e-08
8.23418e+11;3.17052e-08
8.23447e+11;3.17057e-08
8.23477e+11;3.17062e-08
8.23506e+11;3.17068e-08
8.23535e+11;3.17073e-08
8.23564e+11;3.17078e-08
8.23594e+11;3.17083e-08
8.23623e+11;3.17089e-08
8.23652e+11;3.17094e-08
8.23682e+11;3.17099e-08
8.23711e+11;3.17104e-08
8.2374e+11;3.17109e-08
8.2377e+11;3.17115e-08
8.23799e+11;3.1712e-08
8.23828e+11;3.17125e-08
8.23857e+11;3.1713e-08
8.23887e+11;3.17135e-08
8.23916e+11;3.17141e-08
8.23945e+11;3.17146e-08
8.23975e+11;3.17151e-08
8.24004e+11;3.17156e-08
8.24033e+11;3.17161e-08
8.24062e+11;3.17167e-08
8.24092e+11;3.17172e-08
8.24121e+11;3.17177e-08
8.2415e+11;3.17182e-08
8.2418e+11;3.17188e-08
8.24209e+11;3.17193e-08
8.24238e+11;3.17198e-08
8.24268e+11;3.17203e-08
8.24297e+11;3.17208e-08
8.24326e+11;3.17214e-08
8.24355e+11;3.17219e-08
8.24385e+11;3.17224e-08
8.24414e+11;3.17229e-08
8.24443e+11;3.17234e-08
8.24473e+11;3.1724e-08
8.24502e+11;3.17245e-08
8.24531e+11;3.1725e-08
8.24561e+11;3.17255e-08
8.2459e+11;3.1726e-08
8.24619e+11;3.17266e-08
8.24648e+11;3.17271e-08
8.24678e+11;3.17276e-08
8.24707e+11;3.17281e-08
8.24736e+11;3.17286e-08
8.24766e+11;3.17292e-08
8.24795e+11;3.17297e-08
8.24824e+11;3.17302e-08
8.24854e+11;3.17307e-08
8.24883e+11;3.17313e-08
8.24912e+11;3.17318e-08
8.24941e+11;3.17323e-08
8.24971e+11;3.17328e-08
8.25e+11;3.17333e-08
8.25029e+11;3.17339e-08
8.25059e+11;3.17344e-08
8.25088e+11;3.17349e-08
8.25117e+11;3.17354e-08
8.25146e+11;3.17359e-08
8.25176e+11;3.17365e-08
8.25205e+11;3.1737e-08
8.25234e+11;3.17375e-08
8.25264e+11;3.1738e-08
8.25293e+11;3.17385e-08
8.25322e+11;3.17391e-08
8.25352e+11;3.17396e-08
8.25381e+11;3.17401e-08
8.2541e+11;3.17406e-08
8.25439e+11;3.17411e-08
8.25469e+11;3.17417e-08
8.25498e+11;3.17422e-08
8.25527e+11;3.17427e-08
8.25557e+11;3.17432e-08
8.25586e+11;3.17438e-08
8.25615e+11;3.17443e-08
8.25645e+11;3.17448e-08
8.25674e+11;3.17453e-08
8.25703e+11;3.17458e-08
8.25732e+11;3.17464e-08
8.25762e+11;3.17469e-08
8.25791e+11;3.17474e-08
8.2582e+11;3.17479e-08
8.2585e+11;3.17484e-08
8.25879e+11;3.1749e-08
8.25908e+11;3.17495e-08
8.25938e+11;3.175e-08
8.25967e+11;3.17505e-08
8.25996e+11;3.1751e-08
8.26025e+11;3.17516e-08
8.26055e+11;3.17521e-08
8.26084e+11;3.17526e-08
8.26113e+11;3.17531e-08
8.26143e+11;3.17536e-08
8.26172e+11;3.17542e-08
8.26201e+11;3.17547e-08
8.2623e+11;3.17552e-08
8.2626e+11;3.17557e-08
8.26289e+11;3.17563e-08
8.26318e+11;3.17568e-08
8.26348e+11;3.17573e-08
8.26377e+11;3.17578e-08
8.26406e+11;3.17583e-08
8.26436e+11;3.17589e-08
8.26465e+11;3.17594e-08
8.26494e+11;3.17599e-08
8.26523e+11;3.17604e-08
8.26553e+11;3.17609e-08
8.26582e+11;3.17615e-08
8.26611e+11;3.1762e-08
8.26641e+11;3.17625e-08
8.2667e+11;3.1763e-08
8.26699e+11;3.17635e-08
8.26729e+11;3.17641e-08
8.26758e+11;3.17646e-08
8.26787e+11;3.17651e-08
8.26816e+11;3.17656e-08
8.26846e+11;3.17661e-08
8.26875e+11;3.17667e-08
8.26904e+11;3.17672e-08
8.26934e+11;3.17677e-08
8.26963e+11;3.17682e-08
8.26992e+11;3.17687e-08
8.27021e+11;3.17693e-08
8.27051e+11;3.17698e-08
8.2708e+11;3.17703e-08
8.27109e+11;3.17708e-08
8.27139e+11;3.17714e-08
8.27168e+11;3.17719e-08
8.27197e+11;3.17724e-08
8.27227e+11;3.17729e-08
8.27256e+11;3.17734e-08
8.27285e+11;3.1774e-08
8.27314e+11;3.17745e-08
8.27344e+11;3.1775e-08
8.27373e+11;3.17755e-08
8.27402e+11;3.1776e-08
8.27432e+11;3.17766e-08
8.27461e+11;3.17771e-08
8.2749e+11;3.17776e-08
8.2752e+11;3.17781e-08
8.27549e+11;3.17786e-08
8.27578e+11;3.17792e-08
8.27607e+11;3.17797e-08
8.27637e+11;3.17802e-08
8.27666e+11;3.17807e-08
8.27695e+11;3.17812e-08
8.27725e+11;3.17818e-08
8.27754e+11;3.17823e-08
8.27783e+11;3.17828e-08
8.27812e+11;3.17833e-08
8.27842e+11;3.17839e-08
8.27871e+11;3.17844e-08
8.279e+11;3.17849e-08
8.2793e+11;3.17854e-08
8.27959e+11;3.17859e-08
8.27988e+11;3.17865e-08
8.28018e+11;3.1787e-08
8.28047e+11;3.17875e-08
8.28076e+11;3.1788e-08
8.28105e+11;3.17885e-08
8.28135e+11;3.17891e-08
8.28164e+11;3.17896e-08
8.28193e+11;3.17901e-08
8.28223e+11;3.17906e-08
8.28252e+11;3.17911e-08
8.28281e+11;3.17917e-08
8.28311e+11;3.17922e-08
8.2834e+11;3.17927e-08
8.28369e+11;3.17932e-08
8.28398e+11;3.17937e-08
8.28428e+11;3.17943e-08
8.28457e+11;3.17948e-08
8.28486e+11;3.17953e-08
8.28516e+11;3.17958e-08
8.28545e+11;3.17964e-08
8.28574e+11;3.17969e-08
8.28604e+11;3.17974e-08
8.28633e+11;3.17979e-08
8.28662e+11;3.17984e-08
8.28691e+11;3.1799e-08
8.28721e+11;3.17995e-08
8.2875e+11;3.18e-08
8.28779e+11;3.18005e-08
8.28809e+11;3.1801e-08
8.28838e+11;3.18016e-08
8.28867e+11;3.18021e-08
8.28896e+11;3.18026e-08
8.28926e+11;3.18031e-08
8.28955e+11;3.18036e-08
8.28984e+11;3.18042e-08
8.29014e+11;3.18047e-08
8.29043e+11;3.18052e-08
8.29072e+11;3.18057e-08
8.29102e+11;3.18063e-08
8.29131e+11;3.18068e-08
8.2916e+11;3.18073e-08
8.29189e+11;3.18078e-08
8.29219e+11;3.18083e-08
8.29248e+11;3.18089e-08
8.29277e+11;3.18094e-08
8.29307e+11;3.18099e-08
8.29336e+11;3.18104e-08
8.29365e+11;3.18109e-08
8.29395e+11;3.18115e-08
8.29424e+11;3.1812e-08
8.29453e+11;3.18125e-08
8.29482e+11;3.1813e-08
8.29512e+11;3.18135e-08
8.29541e+11;3.18141e-08
8.2957e+11;3.18146e-08
8.296e+11;3.18151e-08
8.29629e+11;3.18156e-08
8.29658e+11;3.18161e-08
8.29688e+11;3.18167e-08
8.29717e+11;3.18172e-08
8.29746e+11;3.18177e-08
8.29775e+11;3.18182e-08
8.29805e+11;3.18188e-08
8.29834e+11;3.18193e-08
